scenario,approach,requests_ok,requests_error,requests_per_second_p50,requests_per_second_p90,requests_per_second_max,latency_millis_min,latency_millis_p50,latency_millis_p90,latency_millis_p99,latency_millis_max,cpu_use_percent_avg,cpu_use_percent_max,ram_use_percent_avg,ram_use_percent_max,heap_use_percent_avg,heap_use_percent_max,garbage_collection_count,garbage_collection_time_millis,platform_threads_avg,platform_threads_max,sockets_avg,sockets_max,network_kib_per_req_avg,network_kib_per_req_max,network_packets_per_req_avg,network_packets_per_req_max
5k-vus-and-1k-rps-get-movies-call-depth-0,loom-netty,184899,0,1000,1001,1086,100,101,101,101,126,21.5,41.5,26.0,27.3,32.7,62.8,4628,41464,17,18,4978,5005,4.11,4.44,8.11,14.0
5k-vus-and-1k-rps-get-movies-call-depth-0,webflux-netty,184899,0,1000,1000,1084,101,101,101,101,124,28.1,48.3,29.8,31.2,32.9,63.3,4329,38003,21,22,4976,5004,4.59,4.93,16.1,22.0
5k-vus-and-1k-rps-get-movies-call-depth-1,loom-netty,184899,0,1000,1001,1090,101,101,102,106,154,44.7,73.0,31.1,32.2,39.5,70.0,6784,87622,17,18,4976,5005,5.01,5.34,16.1,22.0
5k-vus-and-1k-rps-get-movies-call-depth-1,webflux-netty,184898,0,1000,1001,1049,101,102,102,110,163,50.0,69.0,30.9,32.0,35.8,64.4,5986,67582,21,22,4976,5004,5.48,5.88,24.1,30.4
5k-vus-and-1k-rps-get-movies-call-depth-2,loom-netty,184896,0,1000,1001,1234,102,103,103,141,304,71.3,89.5,32.8,33.7,40.2,77.0,9051,145364,17,18,4977,5005,5.90,6.23,24.1,30.0
5k-vus-and-1k-rps-get-movies-call-depth-2,webflux-netty,184900,0,1000,1002,1107,102,103,105,161,381,72.0,90.8,32.7,33.8,46.7,76.0,7630,128736,21,22,4976,5005,6.38,7.15,32.1,38.1
5k-vus-and-1k-rps-get-movies-call-depth-5,loom-netty,115212,0,620,844,2032,198,7895,8932,9833,11760,99.9,100,35.6,36.1,64.9,97.4,30305,2614255,17,19,4978,5004,9.47,32.7,52.9,185
5k-vus-and-1k-rps-get-movies-call-depth-5,webflux-netty,110577,0,589,758,2227,127,8185,9430,10463,12978,99.9,100,35.8,36.3,80.2,96.6,26128,1850968,21,23,4977,5005,10.0,83.3,62.2,466
5k-vus-smooth-spike-get-post-movies-call-depth-0,loom-netty,216593,0,1188,2159,2422,101,101,102,105,340,32.7,80.7,30.1,33.6,25.9,60.4,4713,39320,17,19,3019,5004,7.55,15.0,9.53,29.5
5k-vus-smooth-spike-get-post-movies-call-depth-0,webflux-netty,216813,0,1191,2152,2422,101,101,103,121,404,39.7,83.0,30.2,33.5,27.7,60.6,4754,40397,21,23,3022,5004,8.06,20.2,17.9,120
5k-vus-smooth-spike-get-post-movies-call-depth-1,loom-netty,214306,0,1181,2099,2612,101,104,164,430,790,58.8,100,30.9,33.7,28.8,62.6,5854,68345,17,19,3023,5004,8.41,13.3,17.2,90.4
5k-vus-smooth-spike-get-post-movies-call-depth-1,webflux-netty,200372,0,1166,1795,1987,101,118,703,1120,1853,63.3,100,31.0,34.1,29.5,61.1,5383,63073,21,23,3022,5005,8.96,19.8,25.3,65.5
5k-vus-smooth-spike-get-post-movies-call-depth-2,loom-netty,186045,0,1143,1588,1948,102,199,1120,1640,2665,72.0,100,31.5,34.4,30.5,63.1,6715,100048,17,20,3022,5004,9.39,26.1,25.8,187
5k-vus-smooth-spike-get-post-movies-call-depth-2,webflux-netty,168270,0,1069,1372,1546,102,467,1736,2341,3785,73.6,100,31.6,34.6,32.1,63.4,5905,89834,21,23,3020,5004,9.93,33.2,33.7,146
5k-vus-smooth-spike-get-post-movies-call-depth-5,loom-netty,107480,0,638,813,1036,104,1826,5375,6981,9867,85.6,100,33.5,38.4,43.9,93.8,10223,421556,17,19,3022,5004,12.2,19.6,50.5,98.4
5k-vus-smooth-spike-get-post-movies-call-depth-5,webflux-netty,102912,0,627,742,969,104,2115,5553,7323,9480,85.7,100,33.7,39.0,45.4,92.6,7755,294704,21,23,3020,5004,12.7,30.9,58.8,183
