scenario,approach,requests_ok,requests_error,requests_per_second_p50,requests_per_second_p90,requests_per_second_max,latency_millis_min,latency_millis_p50,latency_millis_p90,latency_millis_p99,latency_millis_max,cpu_use_percent_avg,cpu_use_percent_max,ram_use_percent_avg,ram_use_percent_max,heap_use_percent_avg,heap_use_percent_max,garbage_collection_count,garbage_collection_time_millis,platform_threads_avg,platform_threads_max,sockets_avg,sockets_max,network_kib_per_req_avg,network_kib_per_req_max,network_packets_per_req_avg,network_packets_per_req_max
1k-vus-and-rps-get-time-no-delay,platform-tomcat,180999,0,1000,1001,1069,0.31,0.38,0.44,0.61,20.9,21.0,41.2,23.0,24.1,19.9,44.4,4189,19940,306,307,992,1005,1.03,1.47,10.1,17.9
1k-vus-and-rps-get-time-no-delay,loom-tomcat,181002,0,1000,1001,1046,0.31,0.39,0.45,0.59,10.6,21.9,39,27.7,29.8,27.3,63.0,4951,21510,21,22,992,1004,1.02,1.46,10.1,17.9
1k-vus-and-rps-get-time-no-delay,loom-netty,181005,0,1000,1001,1047,0.39,0.46,0.50,0.63,26.7,19.3,34.0,28.0,29.9,25.9,61.7,4864,23722,17,18,998,1004,0.71,0.72,6.00,6.99
1k-vus-and-rps-get-time-no-delay,webflux-netty,181000,0,1000,1001,1034,0.36,0.42,0.48,0.66,39.1,18.5,37.6,27.2,28.9,20.9,51.0,4460,23605,21,22,998,1005,0.72,0.72,6.00,7.01
5k-vus-and-rps-get-time,platform-tomcat,906830,0,5001,5456,6353,100,101,138,282,754,88.5,100,40.6,42.2,49.0,78.6,6891,107311,1484,1485,4977,5005,1.15,1.89,12.1,21.5
5k-vus-and-rps-get-time,loom-tomcat,906526,0,5001,5434,6090,100,101,165,337,808,87.0,100,41.8,42.7,43.3,71.9,18853,357200,21,22,4982,5005,1.14,1.61,12.1,19.9
5k-vus-and-rps-get-time,loom-netty,906840,0,5001,5399,6065,100,102,165,272,694,91.1,100,38.5,39.2,42.7,73.0,9127,128920,17,18,5004,5005,0.82,1.09,8.02,10.7
5k-vus-and-rps-get-time,webflux-netty,906761,0,5003,5220,6942,100,102,154,291,993,87.5,100,37.7,39.2,33.3,65.6,7184,76689,21,22,5004,5005,0.83,1.06,8.00,10.2
10k-vus-and-rps-get-movies,platform-tomcat,1069420,8784,5177,9383,11981,101,911,1520,2375,60129,99.2,100,57.8,65.1,57.3,79.0,11861,474425,5008,6553,9929,10041,5.79,26.7,16.2,97.8
10k-vus-and-rps-get-movies,loom-tomcat,726414,10747,4166,6318,8221,102,2006,2427,2888,59694,97.3,100,50.5,51.6,73.0,97.8,82218,3806623,21,22,10003,10005,4.83,34.6,12.1,93.1
10k-vus-and-rps-get-movies,loom-netty,938047,0,5184,6468,10181,129,1875,2700,3386,4772,99.9,100,50.6,51.5,64.9,86.3,21980,1968177,17,19,10004,10005,4.13,9.41,7.13,38.1
10k-vus-and-rps-get-movies,webflux-netty,758028,0,4190,6329,9023,244,2297,2959,3830,5985,99.9,100,50.8,51.9,63.3,82.1,17326,1047568,21,23,10003,10005,11.7,1207,59.0,7387
10k-vus-stepped-spike-get-movies,platform-tomcat,463698,2660,2440,3904,4580,100,101,102,185,60001,53.7,100,42.7,48.7,31.9,69.9,5027,39303,451,836,6551,10004,4.41,11.3,12.5,76.5
10k-vus-stepped-spike-get-movies,loom-tomcat,462609,2658,2445,3893,4722,100,101,103,247,60001,54.3,100,43.2,49.3,33.7,75,6283,47469,21,23,6551,10004,4.38,6.05,12.3,41.7
10k-vus-stepped-spike-get-movies,loom-netty,485247,0,2447,4505,5517,101,101,201,403,1334,58.5,100,42.4,47.5,27.5,63.6,6448,71188,17,19,6753,10004,4.10,4.80,8.45,29.4
10k-vus-stepped-spike-get-movies,webflux-netty,476457,0,2410,4412,5363,101,102,325,764,1709,67.9,100,42.5,47.5,26.2,63.4,5988,85998,20,22,6743,10004,4.62,8.17,16.6,54.2
10k-vus-smooth-spike-get-post-movies,platform-tomcat,412490,1808,2329,3877,5345,100,102,119,581,60001,58.2,100,44.4,50.7,28.1,70.8,5279,47731,487,928,5761,10004,8.22,102,14.0,176
10k-vus-smooth-spike-get-post-movies,loom-tomcat,412882,1808,2392,3878,4801,100,101,148,462,60001,57.1,100,44.7,51.1,32.4,77.8,6318,60948,21,23,5766,10004,8.37,129,14.3,222
10k-vus-smooth-spike-get-post-movies,loom-netty,423360,0,2378,4198,5357,101,102,215,571,1215,59.9,100,43.5,48.8,25.0,62.7,6170,71842,17,19,5937,10004,7.75,58.7,9.75,86.9
