scenario,approach,requests_ok,requests_error,requests_per_second_p50,requests_per_second_p90,requests_per_second_max,latency_millis_min,latency_millis_p50,latency_millis_p90,latency_millis_p99,latency_millis_max,cpu_use_percent_avg,cpu_use_percent_max,ram_use_percent_avg,ram_use_percent_max,heap_use_percent_avg,heap_use_percent_max,garbage_collection_count,garbage_collection_time_millis,platform_threads_avg,platform_threads_max,sockets_avg,sockets_max,network_kib_per_req_avg,network_kib_per_req_max,network_packets_per_req_avg,network_packets_per_req_max
5k-vus-and-1k-rps-get-movies-call-depth-0,loom-netty,184904,0,1000,1001,1120,100,100,100,101,147,8.41,56.1,30.4,31.6,31.6,59.3,5,181,19,21,4940,5005,4.09,4.43,8.15,14.0
5k-vus-and-1k-rps-get-movies-call-depth-0,webflux-netty,184900,0,1000,1001,1159,100,100,100,101,150,8.81,58.5,30.4,31.6,32.3,59.8,6,230,23,25,4940,5005,4.56,4.91,16.1,22.0
5k-vus-and-1k-rps-get-movies-call-depth-1,loom-netty,184936,0,1000,1001,1109,100,100,101,103,212,14.5,70.2,30.9,32.2,31.7,59.8,12,500,19,21,4939,5005,4.97,5.35,16.1,22.1
5k-vus-and-1k-rps-get-movies-call-depth-1,webflux-netty,184899,0,1000,1001,1046,100,100,101,103,148,14.7,67.1,30.8,32.1,32.3,59.9,12,473,23,25,4940,5005,5.45,5.80,24.1,30.1
5k-vus-and-1k-rps-get-movies-call-depth-2,loom-netty,184900,0,1000,1001,1110,100,101,101,104,200,17.9,77.6,31.1,32.6,32.8,63.3,19,597,19,21,4939,5005,5.88,6.23,24.2,30.1
5k-vus-and-1k-rps-get-movies-call-depth-2,webflux-netty,184901,0,1000,1001,1060,100,101,101,104,195,17.1,78.2,31.4,32.9,33.4,62.6,19,554,23,25,4939,5005,6.34,6.69,32.1,38.1
5k-vus-and-1k-rps-get-movies-call-depth-5,loom-netty,184899,0,1000,1001,1115,101,101,101,107,196,29.9,85.3,33.2,34.5,41.2,71.7,38,740,19,21,4940,5005,8.57,8.91,48.1,54.0
5k-vus-and-1k-rps-get-movies-call-depth-5,webflux-netty,184904,0,1000,1001,1142,101,101,101,109,181,27.8,89.8,32.7,33.9,40.4,70.2,38,786,23,25,4940,5006,9.03,10.1,56.2,68.3
5k-vus-smooth-spike-get-post-movies-call-depth-0,loom-netty,216833,0,1202,2141,2405,100,100,100,102,310,13.8,98.7,29.7,32.5,30.9,59.4,8,248,19,21,3000,5005,7.49,23.7,9.16,65.8
5k-vus-smooth-spike-get-post-movies-call-depth-0,webflux-netty,216702,0,1183,2136,2430,100,100,101,102,342,14.8,41.8,30.2,32.6,30.7,59.9,9,296,23,25,3026,5005,7.99,24.0,17.2,268
5k-vus-smooth-spike-get-post-movies-call-depth-1,loom-netty,216805,0,1207,2148,2385,100,101,101,106,479,21.8,58.2,30.3,33.0,32.2,60.0,16,535,19,21,3012,5005,8.33,9.12,16.1,28.8
5k-vus-smooth-spike-get-post-movies-call-depth-1,webflux-netty,216764,0,1192,2173,2392,100,101,101,114,463,21.5,61.7,30.3,32.8,31.3,60.4,17,686,23,25,3012,5005,8.86,19.8,24.7,78
5k-vus-smooth-spike-get-post-movies-call-depth-2,loom-netty,216793,0,1184,2133,2384,100,101,101,108,484,25.2,56.7,30.6,32.9,31.1,60.9,24,666,19,21,3014,5004,9.19,20.2,23.2,77.8
5k-vus-smooth-spike-get-post-movies-call-depth-2,webflux-netty,216470,0,1189,2140,2394,100,101,101,110,541,26.6,72.1,30.7,33.1,32.7,60.8,24,667,23,25,3009,5005,9.68,40.3,31.4,147
5k-vus-smooth-spike-get-post-movies-call-depth-5,loom-netty,216539,0,1194,2152,2399,101,101,103,126,567,39.9,98.5,30.6,33.1,33.7,60.9,47,1125,19,21,2998,5004,11.8,165,44.6,805
5k-vus-smooth-spike-get-post-movies-call-depth-5,webflux-netty,216504,0,1214,2131,2558,101,101,104,152,509,37.3,81.6,30.9,33.3,33.0,63.5,51,1274,23,25,3014,5005,12.3,20.0,54.5,106
