scenario,approach,requests_ok,requests_error,requests_per_second_p50,requests_per_second_p90,requests_per_second_max,latency_millis_min,latency_millis_p50,latency_millis_p90,latency_millis_p99,latency_millis_max,cpu_use_percent_avg,cpu_use_percent_max,ram_use_percent_avg,ram_use_percent_max,heap_use_percent_avg,heap_use_percent_max,garbage_collection_count,garbage_collection_time_millis,platform_threads_avg,platform_threads_max,sockets_avg,sockets_max,network_kib_per_req_avg,network_kib_per_req_max,network_packets_per_req_avg,network_packets_per_req_max
5k-vus-and-1k-rps-get-movies-call-depth-0,loom-netty,184908,0,1000,1001,1148,101,101,101,101,124,22.2,49.3,27.6,30.3,28.7,63.5,5363,40302,17,19,4973,5004,4.09,4.42,8.12,14.0
5k-vus-and-1k-rps-get-movies-call-depth-0,webflux-netty,184899,0,1000,1001,1085,101,101,101,101,137,30.0,49.7,30.5,33.7,28.1,63.9,5031,38786,21,23,4972,5005,4.57,4.91,16.1,22.0
5k-vus-and-1k-rps-get-movies-call-depth-1,loom-netty,184899,0,1000,1001,1202,101,101,102,108,280,46.5,68.1,33.0,34.8,37.5,68.9,7228,94177,17,19,4974,5004,4.98,5.32,16.1,22.0
5k-vus-and-1k-rps-get-movies-call-depth-1,webflux-netty,184901,0,1000,1001,1071,101,102,102,113,179,50.7,70.8,32.6,34.7,33.0,66.8,6386,79227,20,22,4969,5003,5.46,5.77,24.1,29.5
5k-vus-and-1k-rps-get-movies-call-depth-2,loom-netty,184899,0,1000,1001,1086,102,103,104,127,278,73.8,89.1,35.7,37.1,51.6,81.9,8840,166564,17,19,4972,5003,5.89,6.92,24.1,30.0
5k-vus-and-1k-rps-get-movies-call-depth-2,webflux-netty,184898,0,1000,1001,1098,102,103,104,163,326,73.1,89.4,35.1,36.7,46.5,78.2,8142,146774,21,23,4972,5005,6.36,7.45,32.1,39.5
5k-vus-and-1k-rps-get-movies-call-depth-5,loom-netty,116184,0,601,860,1772,130,7823,8906,9735,11568,99.9,100,37.9,38.5,64.7,97.0,29967,2630478,17,19,4973,5003,9.58,31.6,53.9,179
5k-vus-and-1k-rps-get-movies-call-depth-5,webflux-netty,109678,0,569,783,1683,346,8270,9528,10527,12420,99.9,100,38.2,38.8,79.5,96.9,25941,1897824,20,22,4973,5003,10.1,94.2,63.3,621
5k-vus-smooth-spike-get-post-movies-call-depth-0,loom-netty,216869,0,1212,2135,2373,101,101,102,106,352,34.1,84.3,31.4,36.0,21.1,61.9,5237,41041,17,19,3016,5003,7.57,21.9,9.73,68.3
5k-vus-smooth-spike-get-post-movies-call-depth-0,webflux-netty,216527,0,1213,2129,2383,101,101,103,115,387,40.3,83.9,31.6,36.2,21.8,62.1,5125,39862,21,23,3015,5003,8.07,23.8,17.8,96
5k-vus-smooth-spike-get-post-movies-call-depth-1,loom-netty,214156,0,1200,2079,2496,101,104,159,438,1265,60.4,100,32.7,36.2,24.8,61.6,6347,55754,17,19,3014,5003,8.47,32.6,17.3,91.3
5k-vus-smooth-spike-get-post-movies-call-depth-1,webflux-netty,205172,0,1199,1903,2356,101,109,508,1051,2541,63.2,100,32.5,36.5,26.1,61.6,5947,57703,21,23,3016,5003,8.99,35.3,25.9,174
5k-vus-smooth-spike-get-post-movies-call-depth-2,loom-netty,186692,0,1127,1637,2055,102,185,1124,1675,3041,73.6,100,33.1,36.8,29.1,63.4,7231,92977,17,20,3016,5003,9.32,19.7,25.3,89.2
5k-vus-smooth-spike-get-post-movies-call-depth-2,webflux-netty,170284,0,1079,1398,1699,102,424,1647,2434,3609,74.4,100,33.1,37.5,26.9,62.0,6493,84776,21,23,3017,5003,9.91,43.8,33.9,193
5k-vus-smooth-spike-get-post-movies-call-depth-5,loom-netty,109374,0,671,823,1216,104,1720,5414,6949,9501,86.0,100,35.2,40.2,40.0,98.0,10595,429907,17,19,3017,5003,12.2,27.3,50.6,149
5k-vus-smooth-spike-get-post-movies-call-depth-5,webflux-netty,99873,0,607,725,1036,104,2310,5881,7307,9713,86.7,100,37.0,42.7,42.6,90.7,8203,300445,21,22,3015,5003,12.9,59.1,59.7,337
