scenario,approach,requests_ok,requests_error,requests_per_second_p50,requests_per_second_p90,requests_per_second_max,latency_millis_min,latency_millis_p50,latency_millis_p90,latency_millis_p99,latency_millis_max,cpu_use_percent_avg,cpu_use_percent_max,ram_use_percent_avg,ram_use_percent_max,heap_use_percent_avg,heap_use_percent_max,garbage_collection_count,garbage_collection_time_millis,platform_threads_avg,platform_threads_max,sockets_avg,sockets_max,network_kib_per_req_avg,network_kib_per_req_max,network_packets_per_req_avg,network_packets_per_req_max
1k-vus-and-rps-get-time-no-delay,platform-tomcat,181002,0,1000,1001,1031,0.29,0.37,0.41,0.56,31.4,14.7,36.8,23.3,25.2,26.6,58.2,3030,24891,315,316,994,1007,1.03,1.47,10.1,17.9
1k-vus-and-rps-get-time-no-delay,loom-tomcat,181000,0,1000,1001,1026,0.32,0.40,0.46,0.57,26.8,18.6,36.4,28.4,29.3,30.0,60.7,3466,29309,22,23,994,1006,1.02,1.45,10.1,17.8
1k-vus-and-rps-get-time-no-delay,loom-netty,181003,0,1000,1001,1044,0.38,0.46,0.51,0.68,28.9,16.8,35.5,28.6,29.7,28.6,59.5,3606,34629,18,19,1000,1007,0.71,0.72,6.00,6.99
1k-vus-and-rps-get-time-no-delay,webflux-netty,181001,0,1000,1001,1061,0.35,0.42,0.47,0.66,58.3,15.3,36.0,27.9,29.8,25.8,59.2,3239,26907,21,22,1000,1007,0.72,0.73,6.00,6.86
5k-vus-and-rps-get-time,platform-tomcat,906673,0,5001,5303,8103,100,101,134,286,604,87.3,99.8,39.8,41.4,43.8,74.4,4644,70201,1450,1555,4980,5006,1.14,1.61,12.1,17.2
5k-vus-and-rps-get-time,loom-tomcat,907272,0,5001,5267,7431,100,101,155,318,1738,86.9,100,41.4,42.2,56.7,91.2,7635,165109,22,23,4980,5006,1.14,1.69,12.1,19.1
5k-vus-and-rps-get-time,loom-netty,908575,0,5002,5350,7498,100,101,153,330,730,90.9,100,37.2,38.0,33.1,64.1,7033,111865,18,19,5006,5006,0.82,1.30,8.01,12.4
5k-vus-and-rps-get-time,webflux-netty,905719,0,5001,5115,7054,100,101,136,267,952,86.0,99.8,37.0,38.0,33.0,64.3,5223,83029,21,22,5006,5007,0.82,1.04,7.99,10.2
10k-vus-and-rps-get-movies,platform-tomcat,1100054,8888,5386,9894,12171,101,884,1436,2157,59969,99.5,100,56.8,66.0,56.5,81.8,8590,368127,5173,6577,9943,10158,5.87,23.0,16.0,57.4
10k-vus-and-rps-get-movies,loom-tomcat,745111,9527,4092,5229,7495,101,1856,2456,9910,59733,98.6,100,49.9,50.8,74.2,98.1,54950,3474681,22,23,9999,10007,4.33,7.15,10.8,33.5
10k-vus-and-rps-get-movies,loom-netty,932595,0,5222,6296,9816,105,1810,3055,4407,21045,100.0,100,49.8,50.8,62.4,82.6,17632,1719606,18,20,10012,10235,4.21,11.0,7.18,25.1
10k-vus-and-rps-get-movies,webflux-netty,772946,0,4112,6572,9092,402,2275,2937,3619,4745,100.0,100,49.7,51.0,60.9,81.1,12764,842285,21,23,10005,10006,4.82,17.2,17.3,100.0
10k-vus-stepped-spike-get-movies,platform-tomcat,463019,2635,2504,3888,4760,100,101,102,242,60001,53.0,100,42.8,48.1,32.4,69.3,3646,38791,497,895,6545,10006,4.47,18.9,12.7,98.7
10k-vus-stepped-spike-get-movies,loom-tomcat,463620,2660,2437,3900,4636,100,101,103,242,60001,53.8,100,43.1,47.8,34.6,70.6,4751,56316,22,24,6548,10008,4.38,7.48,12.3,37.4
