scenario,approach,requests_ok,requests_error,requests_per_second_p50,requests_per_second_p90,requests_per_second_max,latency_millis_min,latency_millis_p50,latency_millis_p90,latency_millis_p99,latency_millis_max,cpu_use_percent_avg,cpu_use_percent_max,ram_use_percent_avg,ram_use_percent_max,heap_use_percent_avg,heap_use_percent_max,garbage_collection_count,garbage_collection_time_millis,platform_threads_avg,platform_threads_max,sockets_avg,sockets_max,network_kib_per_req_avg,network_kib_per_req_max,network_packets_per_req_avg,network_packets_per_req_max
5k-vus-and-1k-rps-get-movies-call-depth-0,loom-netty,184899,0,1000,1001,1105,100,101,101,101,205,21.3,42.8,27.7,29.8,29.5,61.4,4034,49555,18,20,4977,5007,4.09,4.51,8.12,14.1
5k-vus-and-1k-rps-get-movies-call-depth-0,webflux-netty,184900,0,1000,1001,1049,101,101,101,101,144,28.4,49.2,31.7,33.8,29.0,60.1,3620,42427,21,23,4976,5006,4.57,4.92,16.1,22.1
5k-vus-and-1k-rps-get-movies-call-depth-1,loom-netty,184905,0,1000,1001,1089,101,101,102,106,164,45.3,66.9,32.9,34.4,33.6,62.4,5227,70908,18,20,4976,5007,4.99,5.32,16.1,22.0
5k-vus-and-1k-rps-get-movies-call-depth-1,webflux-netty,184899,0,1000,1001,1113,101,102,102,112,194,49.6,69.4,32.9,34.5,32.4,62.0,4558,65459,21,23,4976,5007,5.46,5.80,24.1,30.0
5k-vus-and-1k-rps-get-movies-call-depth-2,loom-netty,184899,0,1000,1001,1052,102,103,103,125,471,72.5,87.0,33.7,34.9,34.1,64.3,6504,99394,18,20,4975,5006,5.88,6.20,24.1,29.6
5k-vus-and-1k-rps-get-movies-call-depth-2,webflux-netty,184898,0,1000,1001,1173,102,103,104,168,393,71.6,87.4,33.8,35.1,34.5,64.9,5574,85901,22,24,4977,5006,6.35,7.64,32.1,38.1
5k-vus-and-1k-rps-get-movies-call-depth-5,loom-netty,123895,0,654,858,1879,166,7333,8422,9311,12039,99.9,100,38.2,38.7,62.0,97.7,25528,2637794,18,20,4977,5006,9.22,27.1,51.7,147
5k-vus-and-1k-rps-get-movies-call-depth-5,webflux-netty,118871,0,631,796,1530,358,7597,8788,9779,11926,99.9,100,39.2,51.6,79.7,94.5,23001,1906047,21,23,4974,5007,9.48,20.8,59.3,157
5k-vus-smooth-spike-get-post-movies-call-depth-0,loom-netty,216721,0,1187,2147,2495,101,101,102,107,340,32.1,76.5,32.4,36.1,25.3,58.4,3801,45592,18,20,3020,5006,7.53,14.5,9.62,46.1
5k-vus-smooth-spike-get-post-movies-call-depth-0,webflux-netty,216644,0,1190,2146,2432,101,101,103,121,378,38.8,91.7,32.7,36.1,25.2,60.8,3685,42597,22,24,3020,5006,8.05,18.5,17.7,64
5k-vus-smooth-spike-get-post-movies-call-depth-1,loom-netty,214368,0,1198,2073,2672,101,104,145,450,988,59.0,100,33.2,36.2,28.7,62.3,4803,72531,18,20,3021,5006,8.43,21.9,17.4,76.5
5k-vus-smooth-spike-get-post-movies-call-depth-1,webflux-netty,205182,0,1193,1917,2190,101,110,532,1008,2454,63.0,100,33.3,36.5,27.1,61.8,4546,69305,22,24,3020,5006,9.01,36.1,25.8,146
5k-vus-smooth-spike-get-post-movies-call-depth-2,loom-netty,190333,0,1136,1661,2035,102,170,964,1414,2205,72.5,100,33.8,36.7,29.8,62.2,5626,103170,18,20,3021,5007,9.32,21.7,25.3,84.6
5k-vus-smooth-spike-get-post-movies-call-depth-2,webflux-netty,173497,0,1131,1422,1560,102,405,1518,2185,3344,73.2,100,33.8,37.2,30.3,63.4,4948,98327,22,24,3022,5006,9.84,26.0,33.8,128
5k-vus-smooth-spike-get-post-movies-call-depth-5,loom-netty,113807,0,696,870,1180,104,1681,4832,6367,8260,85.9,100,35.6,41.3,42.0,94.7,8200,401739,18,20,3022,5007,12.1,23.2,50.4,120
5k-vus-smooth-spike-get-post-movies-call-depth-5,webflux-netty,106863,0,659,772,938,104,2041,5075,6927,10128,85.9,100,35.6,40.2,42.5,89.9,6298,271883,22,24,3020,5007,12.6,25.2,58.4,141
