scenario,approach,requests_ok,requests_error,requests_per_second_p50,requests_per_second_p90,requests_per_second_max,latency_millis_min,latency_millis_p50,latency_millis_p90,latency_millis_p99,latency_millis_max,cpu_use_percent_avg,cpu_use_percent_max,ram_use_percent_avg,ram_use_percent_max,heap_use_percent_avg,heap_use_percent_max,garbage_collection_count,garbage_collection_time_millis,platform_threads_avg,platform_threads_max,sockets_avg,sockets_max,network_kib_per_req_avg,network_kib_per_req_max,network_packets_per_req_avg,network_packets_per_req_max
5k-vus-and-1k-rps-get-movies-call-depth-0,loom-netty,184900,0,1000,1001,1191,100,101,101,101,278,21.1,44.1,27.6,29.3,30.0,61.0,3949,50538,18,20,4977,5007,4.09,4.42,8.11,14.0
5k-vus-and-1k-rps-get-movies-call-depth-0,webflux-netty,184904,0,1000,1001,1134,101,101,101,102,144,27.6,48.7,31.3,33.4,28.6,59.8,3651,43942,22,24,4976,5007,4.57,4.91,16.1,22.0
5k-vus-and-1k-rps-get-movies-call-depth-1,loom-netty,184900,0,1000,1001,1154,101,101,102,108,238,45.7,67.3,32.5,34.1,32.5,62.6,5387,82313,18,20,4977,5007,4.98,5.32,16.1,22.0
5k-vus-and-1k-rps-get-movies-call-depth-1,webflux-netty,184899,0,1000,1001,1079,101,102,102,113,222,50.6,69.6,32.6,34.1,32.0,62.0,4582,65552,22,24,4976,5006,5.46,5.79,24.1,30.0
5k-vus-and-1k-rps-get-movies-call-depth-2,loom-netty,184902,0,1000,1001,1171,102,103,103,129,321,72.9,87.0,33.3,34.6,35.6,64.6,6597,113104,18,20,4977,5006,5.88,6.22,24.1,30.0
5k-vus-and-1k-rps-get-movies-call-depth-2,webflux-netty,184898,0,1000,1001,1173,102,103,104,167,311,71.9,87.7,33.4,34.9,34.8,64.9,5606,89818,21,23,4976,5006,6.35,7.87,32.1,39.1
5k-vus-and-1k-rps-get-movies-call-depth-5,loom-netty,120436,0,638,859,2196,234,7567,8646,9531,11518,99.9,100,37.8,38.4,63.9,98.4,25747,2614737,18,20,4977,5006,9.35,31.4,52.3,182
5k-vus-and-1k-rps-get-movies-call-depth-5,webflux-netty,120048,0,650,833,1682,276,7523,8740,9820,12881,99.9,100,37.9,38.4,79.0,97.3,23278,1946783,21,23,4975,5006,9.56,22.5,59.7,137
5k-vus-smooth-spike-get-post-movies-call-depth-0,loom-netty,216603,0,1185,2124,2375,101,101,102,107,331,32.7,82.7,32.0,35.6,25.3,60.2,3788,45202,18,20,3021,5006,7.51,11.6,9.61,44.8
5k-vus-smooth-spike-get-post-movies-call-depth-0,webflux-netty,216609,0,1194,2136,2502,101,101,103,129,360,38.9,93.1,32.2,35.6,24.7,59.8,3676,44288,22,24,3017,5006,8.04,19.5,17.7,74.9
5k-vus-smooth-spike-get-post-movies-call-depth-1,loom-netty,214991,0,1197,2099,2758,101,104,131,435,1010,58.6,100,32.8,36.0,27.1,62.8,4872,73284,18,20,3023,5006,8.41,14.8,17.2,67.7
5k-vus-smooth-spike-get-post-movies-call-depth-1,webflux-netty,206836,0,1198,1918,2228,101,108,460,906,1930,62.2,100,32.7,36.1,27.1,61.5,4422,67984,22,24,3022,5006,9.00,35.0,25.7,154
5k-vus-smooth-spike-get-post-movies-call-depth-2,loom-netty,191508,0,1147,1658,2028,102,160,909,1469,2612,71.8,100,33.5,36.4,29.4,62.8,5662,108437,18,20,3020,5006,9.29,15.7,25.3,79
5k-vus-smooth-spike-get-post-movies-call-depth-2,webflux-netty,174011,0,1122,1429,1569,102,399,1488,2194,3801,73.2,100,33.3,36.9,29.3,63.3,4907,99186,22,24,3022,5006,9.85,31.2,33.8,158
5k-vus-smooth-spike-get-post-movies-call-depth-5,loom-netty,113626,0,682,870,1264,104,1642,4879,6736,9457,85.8,100,35.3,41.0,41.8,95.9,8410,428827,18,20,3022,5006,12.2,21.9,50.7,150
5k-vus-smooth-spike-get-post-movies-call-depth-5,webflux-netty,107468,0,651,804,1075,104,2020,5046,6559,9072,85.7,100,35.0,40.2,42.6,89.2,6312,277119,22,24,3021,5006,12.7,32.2,58.6,145
