scenario,approach,requests_ok,requests_error,requests_per_second_p50,requests_per_second_p90,requests_per_second_max,latency_millis_min,latency_millis_p50,latency_millis_p90,latency_millis_p99,latency_millis_max,cpu_use_percent_avg,cpu_use_percent_max,ram_use_percent_avg,ram_use_percent_max,heap_use_percent_avg,heap_use_percent_max,garbage_collection_count,garbage_collection_time_millis,platform_threads_avg,platform_threads_max,sockets_avg,sockets_max,network_kib_per_req_avg,network_kib_per_req_max,network_packets_per_req_avg,network_packets_per_req_max
smoketest,platform-tomcat,1300,0,200,200,201,0.30,0.39,0.53,0.77,2.01,4.06,6.02,14.6,14.7,3.87,4.57,63,217,58,58,69,103,0.87,1.05,8.57,11.5
smoketest,loom-tomcat,1300,0,200,201,201,0.32,0.40,0.55,0.83,5.06,4.14,5.57,18.4,18.5,5.37,6.89,63,210,20,20,69,103,0.87,1.05,8.58,11.5
smoketest,loom-netty,1301,0,200,200,201,0.42,0.52,0.68,1.09,2.47,5.07,6.85,18.7,18.9,4.38,6.00,63,224,16,16,69,103,0.62,0.79,5.36,8.17
smoketest,webflux-netty,1300,0,200,200,201,0.38,0.51,0.70,1.09,3.04,4.90,6.08,18.9,19.0,3.23,4.16,63,210,20,20,69,103,0.62,0.79,5.35,8.14
smoketest2,platform-tomcat,57,0,10,10,10,1003,1004,1006,1296,1352,3.01,4.24,19.0,19.1,3.26,3.62,72,248,35,37,11,13,1.88,2.24,18.6,21.6
smoketest2,loom-tomcat,56,0,10,10,10,1003,1004,1006,1333,1388,3.36,5.82,19.1,19.2,3.14,3.33,63,224,20,20,11,13,1.86,2.30,18.6,22.8
smoketest2,loom-netty,59,0,10,10,10,1003,1004,1006,1088,1147,3.05,3.76,19.3,19.3,1.76,2.11,72,248,15,16,11,13,1.34,1.64,12.0,14
smoketest2,webflux-netty,59,0,10,10,10,1003,1004,1006,1083,1141,2.97,4.24,19.4,19.4,1.83,2.00,63,217,19,20,11,13,1.34,1.65,12.0,14.8
