scenario,approach,requests_ok,requests_error,requests_per_second_p50,requests_per_second_p90,requests_per_second_max,latency_millis_min,latency_millis_p50,latency_millis_p90,latency_millis_p99,latency_millis_max,cpu_use_percent_avg,cpu_use_percent_max,ram_use_percent_avg,ram_use_percent_max,heap_use_percent_avg,heap_use_percent_max,garbage_collection_count,garbage_collection_time_millis,platform_threads_avg,platform_threads_max,sockets_avg,sockets_max,network_kib_per_req_avg,network_kib_per_req_max,network_packets_per_req_avg,network_packets_per_req_max
1k-vus-and-rps-get-time-no-delay,platform-tomcat,181000,0,1000,1001,1044,0.30,0.38,0.43,0.61,14.9,17.5,47.8,22.8,25.1,21.4,54.5,4282,21566,302,303,991,1004,1.06,1.49,10.1,17.9
1k-vus-and-rps-get-time-no-delay,loom-tomcat,181003,0,1000,1001,1034,0.31,0.40,0.44,0.56,11.8,17.1,38.2,27.7,29.3,28.0,63.5,4878,22663,21,22,991,1004,1.05,1.48,10.1,17.9
1k-vus-and-rps-get-time-no-delay,loom-netty,180999,0,1000,1001,1027,0.39,0.46,0.50,0.64,15.5,17.4,36.8,27.0,29.4,24.8,61.6,4927,28965,17,18,997,1005,0.74,0.74,6.00,6.97
1k-vus-and-rps-get-time-no-delay,webflux-netty,180999,0,1000,1001,1027,0.36,0.42,0.49,0.68,10.2,18.3,36.8,26.5,28.3,20.1,50.5,4403,24128,20,21,997,1005,0.74,0.75,6.01,7.02
5k-vus-and-rps-get-time,platform-tomcat,911653,0,5001,5190,8634,100,101,147,326,771,87.9,100,40.9,42.8,47.4,77.3,7336,133954,1679,1712,4979,5003,1.17,1.71,12.1,19.0
5k-vus-and-rps-get-time,loom-tomcat,905474,0,5001,5297,6732,100,101,157,327,673,86.8,100,41.0,42.0,46.3,74.9,19662,328032,21,22,4977,5003,1.16,1.88,12.1,20.2
5k-vus-and-rps-get-time,loom-netty,906190,0,5002,5289,6220,100,102,156,289,1009,90.9,100,38.2,39.3,46.6,76.3,9611,135370,17,18,5003,5004,0.85,1.18,8.01,11.1
5k-vus-and-rps-get-time,webflux-netty,905375,0,5001,5299,5894,100,101,135,243,692,86.6,99.8,36.8,38.1,33.8,65.1,7343,86787,20,21,5003,5004,0.85,1.04,8.00,9.76
10k-vus-and-rps-get-movies,platform-tomcat,1082392,8384,5286,9319,11461,101,853,1580,2110,60398,99.4,100,58.0,67.0,52.8,80.3,13212,515013,5301,6542,10215,10905,6.94,95.2,19.1,296
10k-vus-and-rps-get-movies,loom-tomcat,703054,10746,3907,6996,8281,102,2096,2493,2725,59680,97.0,100,49.2,50.5,66.1,99.2,82953,4827273,21,22,10000,10006,14.0,1304,33.0,2969
10k-vus-and-rps-get-movies,loom-netty,914123,0,5210,5983,7991,159,1910,2792,3694,5691,99.9,100,49.6,50.7,65.3,83.9,22118,1975880,17,19,9993,10003,4.26,18.8,7.37,65.0
10k-vus-and-rps-get-movies,webflux-netty,759704,0,4014,6265,7761,367,2278,2926,3736,13908,99.9,100,49.7,51.1,60.5,82.3,15661,914439,21,23,9998,10003,5.38,23.1,18.6,71.0
10k-vus-stepped-spike-get-movies,platform-tomcat,462754,2643,2468,3896,5129,100,101,102,279,60001,54.2,100,42.5,48.1,31.9,69.1,5564,44851,541,1021,6540,10003,4.51,22.8,12.8,117
10k-vus-stepped-spike-get-movies,loom-tomcat,464442,2660,2448,3905,4164,100,101,102,152,60001,53.3,100,41.8,47.2,34.8,70.2,6244,48624,21,23,6549,10003,4.40,5.41,12.3,30.3
10k-vus-stepped-spike-get-movies,loom-netty,485179,0,2461,4477,5318,101,101,200,411,1589,58.7,100,41.2,46.4,26.1,63.7,6368,72748,17,19,6754,10004,4.13,6.80,8.62,63.0
10k-vus-stepped-spike-get-movies,webflux-netty,477010,0,2434,4464,5152,101,102,301,723,1547,67.0,100,41.2,46.5,26.0,63.7,6167,69642,20,22,6749,10003,4.64,10.4,16.6,48.2
10k-vus-smooth-spike-get-post-movies,platform-tomcat,414007,1808,2326,3911,5421,100,101,112,440,60001,56.9,100,43.2,49.4,31.0,68.8,5095,38710,454,921,5772,10003,8.04,62.1,13.6,103
10k-vus-smooth-spike-get-post-movies,loom-tomcat,412742,1808,2329,3895,6047,100,101,138,583,60001,57.4,100,44.0,51.7,33.6,78.5,6603,69343,21,23,5772,10003,8.54,140,14.5,245
10k-vus-smooth-spike-get-post-movies,loom-netty,420955,0,2368,4147,5238,101,102,243,651,1644,61.6,100,42.8,47.7,26.4,62.7,6474,85390,17,19,5924,10003,7.85,70.5,9.93,117
10k-vus-smooth-spike-get-post-movies,webflux-netty,384649,0,2237,3461,5724,101,117,999,1761,2937,69.5,100,42.5,48.6,25.5,64.3,6183,86057,21,23,5929,10003,8.58,87.5,18.8,213
10k-vus-smooth-spike-get-post-movies-call-depth-1,platform-tomcat,299339,6306,1800,2515,3445,10.2,183,819,20391,60003,78.6,100,47.5,56.4,44.2,83.2,7364,146427,2075,3987,5727,9938,9.08,37.4,25.4,110
10k-vus-smooth-spike-get-post-movies-call-depth-1,loom-tomcat,257440,9080,1566,2326,3792,101,126,1352,21046,60001,76.1,100,47.2,53.0,50.7,90.0,16234,444903,21,23,5710,9919,10.2,66.9,29.1,206
10k-vus-smooth-spike-get-post-movies-call-depth-1,loom-netty,316056,0,2011,2544,3386,101,701,2020,2882,4325,81.2,100,43.4,48.7,29.8,66.5,8019,167625,17,19,5980,10005,8.75,63.1,18.0,155
10k-vus-smooth-spike-get-post-movies-call-depth-1,webflux-netty,269174,0,1659,2092,2742,101,1177,3071,4297,8089,82.8,100,44.0,52.5,33.9,76.2,7278,158828,21,23,5938,10004,9.52,107,27.2,340
