scenario,approach,requests_ok,requests_error,requests_per_second_p50,requests_per_second_p90,requests_per_second_max,latency_millis_min,latency_millis_p50,latency_millis_p90,latency_millis_p99,latency_millis_max,cpu_use_percent_avg,cpu_use_percent_max,ram_use_percent_avg,ram_use_percent_max,heap_use_percent_avg,heap_use_percent_max,garbage_collection_count,garbage_collection_time_millis,platform_threads_avg,platform_threads_max,sockets_avg,sockets_max,network_kib_per_req_avg,network_kib_per_req_max,network_packets_per_req_avg,network_packets_per_req_max
smoketest-get-time,platform-tomcat,1302,0,200,201,202,0.31,0.40,0.53,0.94,4.43,3.75,5.31,16.5,16.5,10.8,11.3,96,512,57,57,72,106,0.80,1.03,8.04,10
smoketest-get-time,loom-tomcat,1300,0,200,200,201,0.34,0.46,0.61,0.92,2.67,4.10,6.89,20.5,20.7,11.9,13.9,108,558,23,23,72,106,0.80,1.02,8.05,10
smoketest-get-time,loom-netty,1300,0,200,200,201,0.42,0.55,0.74,1.31,23.7,5.28,8.88,20.9,21.0,6.86,11.1,120,614,19,19,72,106,0.57,0.71,5.03,6.22
smoketest-get-time,webflux-netty,1300,0,200,200,201,0.38,0.49,0.68,1.34,28.4,4.64,8.40,21.0,21.1,6.41,10.2,118,596,22,22,72,106,0.57,0.72,5.03,6.22
smoketest-get-movies-h2,platform-tomcat,69,0,10,11.8,16,103,104,107,545,613,2.81,3.49,21.0,21.0,10.5,11.5,108,558,27,29,12,16,4.37,5.88,19.5,30
smoketest-get-movies-h2,loom-tomcat,69,0,10,11.8,16,103,104,108,543,611,3.43,4.56,21.1,21.2,10.3,11.5,96,496,22,24,12,16,4.36,5.88,19.5,30
smoketest-get-movies-h2,loom-netty,69,0,10,11.2,14,103,105,106,354,421,2.98,4.05,21.2,21.2,9.42,10.2,96,456,19,20,12,16,3.96,5.26,13.6,22
smoketest-get-movies-h2,webflux-netty,69,0,10,11.2,14,103,105,107,360,428,3.05,4.26,21.3,21.3,9.33,10.0,96,456,21,23,12,16,4.34,5.74,19.9,30
smoketest-get-movies-postgres,platform-tomcat,69,0,10,11.8,16,103,104,108,574,643,10.7,11.8,13.0,13.6,11.0,12.9,96,520,29,30,343,452,12.2,14.2,89.0,104
smoketest-get-movies-postgres,loom-tomcat,69,0,10,11.8,16,103,105,108,593,661,11.0,12.1,17.0,17.6,10.9,13.0,96,544,24,26,371,480,14.7,17.4,89.0,104
smoketest-get-movies-postgres,loom-netty,69,0,10,11.2,14,103,105,107,407,475,11.1,12.5,17.0,17.7,9.97,11.8,96,472,21,22,354,462,17.0,20.0,84.2,95.6
smoketest-get-movies-postgres,webflux-netty,69,0,10,11.2,14,103,105,109,405,473,11,12.3,17.2,17.8,9.90,11.6,96,480,24,26,357,466,20.1,24.1,90.6,106
smoketest-get-movies-postgres-no-cache,platform-tomcat,69,0,10,11.8,16,116,119,150,644,711,15.0,20.2,17.9,18.7,11.2,13.5,96,528,28,29,362,466,48.9,61.7,283,352
smoketest-get-movies-postgres-no-cache,loom-tomcat,69,0,10,12.1,17,123,126,169,678,750,17.1,22.6,18.2,19.0,10.7,15.0,99,556,24,25,345,450,56.1,71.6,316,398
smoketest-get-movies-postgres-no-cache,loom-netty,69,0,10,11.2,14,126,129,152,445,513,18.2,23.2,18.4,19.2,11.2,14.9,96,480,20,21,361,466,64.8,80.9,353,434
smoketest-get-movies-postgres-no-cache,webflux-netty,69,0,10,11.2,14,124,128,168,427,495,17.0,21.8,18.3,19.1,10.3,12.7,96,504,23,25,363,468,73.3,91.6,397,490
