scenario,approach,requests_ok,requests_error,requests_per_second_p50,requests_per_second_p90,requests_per_second_max,latency_millis_min,latency_millis_p50,latency_millis_p90,latency_millis_p99,latency_millis_max,cpu_use_percent_avg,cpu_use_percent_max,ram_use_percent_avg,ram_use_percent_max,heap_use_percent_avg,heap_use_percent_max,garbage_collection_count,garbage_collection_time_millis,platform_threads_avg,platform_threads_max,sockets_avg,sockets_max,network_kib_per_req_avg,network_kib_per_req_max,network_packets_per_req_avg,network_packets_per_req_max
smoketest-get-time,platform-tomcat,1300,0,200,201,201,0.32,0.41,0.56,0.89,5.00,4.44,6.84,17.9,18.0,10.7,11.3,108,576,59,59,70,104,0.80,1.04,8.04,10.1
smoketest-get-time,loom-tomcat,1300,0,200,200,201,0.35,0.45,0.61,0.85,2.22,5.21,7.43,21.9,22.0,11.9,13.9,108,612,23,23,70,104,0.80,1.02,8.05,10
smoketest-get-time,loom-netty,1300,0,200,200,201,0.42,0.55,0.76,1.30,24.3,5.51,9.42,22.3,22.4,7.32,11.1,105,539,19,19,70,104,0.57,0.71,5.04,6.28
smoketest-get-time,webflux-netty,1300,0,200,200,201,0.38,0.50,0.69,1.27,23.4,5.32,9.64,22.4,22.6,8.10,10.6,114,581,22,22,70,104,0.57,0.72,5.02,6.19
smoketest-get-movies-h2,platform-tomcat,69,0,10,11.8,16,103,104,109,562,631,4.40,6.79,22.3,22.5,10.4,11.5,96,504,27,29,10,14,4.37,5.88,19.5,30
smoketest-get-movies-h2,loom-tomcat,69,0,10,11.8,16,103,104,111,564,632,3.69,4.78,22.4,22.5,10.5,11.5,96,552,22,24,10,14,4.36,5.88,19.5,30
smoketest-get-movies-h2,loom-netty,69,0,10,11.2,14,103,105,107,351,418,3.85,5.26,22.5,22.6,9.30,10.3,108,513,18,20,10,14,3.96,5.26,13.6,22
smoketest-get-movies-h2,webflux-netty,69,0,10,11.2,14,103,105,107,359,428,3.81,5.77,22.6,22.7,9.11,10.1,108,513,21,23,10,14,4.33,5.74,19.9,30
smoketest-get-movies-postgres,platform-tomcat,69,0,10,11.8,16,103,105,110,602,670,11.4,12.6,14.2,14.8,11.1,12.9,96,536,29,30,333,440,12.0,14.1,88.0,104
smoketest-get-movies-postgres,loom-tomcat,69,0,10,11.8,16,103,105,110,604,673,12.2,12.9,18.2,18.7,11.0,13.0,96,528,24,26,356,464,14.6,17.3,88.2,103
smoketest-get-movies-postgres,loom-netty,69,0,10,11.2,14,103,105,108,417,487,11.9,13.1,18.6,19.1,9.87,12.0,108,540,20,22,386,494,16.9,20.0,83.6,95.6
smoketest-get-movies-postgres,webflux-netty,69,0,10,11.2,14,104,106,110,410,480,12.1,13.9,18.8,19.4,9.81,11.9,108,531,23,26,390,498,19.9,23.7,89.8,103
smoketest-get-movies-postgres-no-cache,platform-tomcat,69,0,10,12.1,17,118,120,155,668,735,16.5,21.0,19.1,19.8,11.2,13.5,96,568,28,29,348,452,48.6,61.8,282,352
smoketest-get-movies-postgres-no-cache,loom-tomcat,69,0,10,12.1,17,124,128,180,706,770,18.7,23.7,19.6,20.5,10.6,15.3,111,660,23,25,377,481,56.0,71.5,315,396
smoketest-get-movies-postgres-no-cache,loom-netty,69,0,10,11.9,14,127,131,138,463,529,18.5,22.4,19.6,20.4,11.3,15.0,96,536,20,21,348,452,63.7,80.7,347,433
smoketest-get-movies-postgres-no-cache,webflux-netty,69,0,10,11.2,14,126,130,164,436,502,18.1,22.6,19.7,20.4,9.01,12.2,97,511,23,25,356,460,73.1,91.6,396,490
