scenario,approach,requests_ok,requests_error,requests_per_second_p50,requests_per_second_p90,requests_per_second_max,latency_millis_min,latency_millis_p50,latency_millis_p90,latency_millis_p99,latency_millis_max,cpu_use_percent_avg,cpu_use_percent_max,ram_use_percent_avg,ram_use_percent_max,heap_use_percent_avg,heap_use_percent_max,garbage_collection_count,garbage_collection_time_millis,platform_threads_avg,platform_threads_max,sockets_avg,sockets_max,network_kib_per_req_avg,network_kib_per_req_max,network_packets_per_req_avg,network_packets_per_req_max
smoketest-get-movies-postgres-no-cache,platform-tomcat,89,0,10,10.6,16,108,111,119,584,673,15.2,21.5,19.1,19.7,6.25,12.6,161,694,29,30,371,517,20.3,22.3,148,163
smoketest-get-movies-postgres-no-cache,loom-tomcat,89,0,10,10.7,17,111,114,128,674,772,15.5,20.6,23.2,23.8,5.64,12.5,164,734,23,24,382,529,28.6,32.4,188,211
smoketest-get-movies-postgres-no-cache,loom-netty,89,0,10,10.4,14,114,118,131,391,480,17.2,22.0,23.2,23.8,5.99,11.4,161,781,19,20,389,535,37.2,41.6,225,249
smoketest-get-movies-postgres-no-cache,webflux-netty,89,0,10,10.4,14,116,119,126,376,465,17.4,21.0,23.2,23.8,5.29,10.8,164,774,23,24,382,527,46.4,52.0,273,303
smoketest-get-movies-postgres,platform-tomcat,89,0,10,10.8,18,104,106,131,749,836,13.5,16.0,23.5,24.1,6.10,13.1,161,704,31,32,394,539,24.8,30.0,99.9,111
smoketest-get-movies-postgres,loom-tomcat,89,0,10,10.8,18,104,106,131,739,827,13.6,19.4,23.6,24.2,5.43,12.7,147,647,24,25,377,525,27.6,31.4,101,110
smoketest-get-movies-postgres,loom-netty,89,0,10,10.5,15,104,106,110,476,564,13.8,17.8,23.7,24.5,6.22,11.2,158,794,20,21,400,549,30.3,33.9,92.1,97.4
smoketest-get-movies-postgres,webflux-netty,89,0,10,10.5,15,104,107,111,425,510,14.3,18.0,23.7,24.3,6.15,11.2,158,764,24,25,395,541,33.7,37.7,97.8,103
smoketest-get-time,platform-tomcat,1300,0,200,200,201,0.31,0.39,0.53,0.95,4.44,4.44,7.06,21.8,21.9,3.60,4.20,119,518,61,61,86,103,0.88,1.05,8.60,10
smoketest-get-time,loom-tomcat,1300,0,200,200,201,0.34,0.42,0.57,0.96,4.24,4.73,6.55,21.9,22.1,4.59,6.37,136,584,22,22,86,103,0.87,1.04,8.62,10
smoketest-get-time,loom-netty,1300,0,200,200,201,0.43,0.54,0.74,1.24,1.87,4.87,6.89,21.9,21.9,4.70,6.39,119,581,18,18,86,103,0.62,0.74,5.38,6.09
smoketest-get-time,webflux-netty,1300,0,200,200,201,0.41,0.55,0.78,1.14,2.41,5.61,9.04,22.0,22.1,3.28,4.28,119,553,22,22,86,103,0.63,0.74,5.37,6
smoketest-get-movies-h2,platform-tomcat,89,0,10,10.6,16,104,106,109,587,677,5.10,9.68,22.4,22.5,6.25,12.6,158,666,30,31,11,13,4.91,5.62,21.5,24
smoketest-get-movies-h2,loom-tomcat,89,0,10,10.6,16,104,106,110,612,714,5.27,9.27,22.4,22.5,6.23,12.4,158,676,22,23,11,13,4.90,5.62,21.5,24
smoketest-get-movies-h2,loom-netty,89,0,10,10.4,14,104,106,109,355,445,5.01,8.50,22.4,22.5,6.56,10.4,138,624,18,19,11,13,4.43,5.00,14.8,16
smoketest-get-movies-h2,webflux-netty,89,0,10,10.4,14,104,106,109,344,434,5.09,8.05,22.4,22.5,6.53,10.2,138,628,22,23,11,13,4.84,5.48,21.8,24
