scenario,approach,requests_ok,requests_error,requests_per_second_p50,requests_per_second_p90,requests_per_second_max,latency_millis_min,latency_millis_p50,latency_millis_p90,latency_millis_p99,latency_millis_max,cpu_use_percent_avg,cpu_use_percent_max,ram_use_percent_avg,ram_use_percent_max,heap_use_percent_avg,heap_use_percent_max,garbage_collection_count,garbage_collection_time_millis,platform_threads_avg,platform_threads_max,sockets_avg,sockets_max,network_kib_per_req_avg,network_kib_per_req_max,network_packets_per_req_avg,network_packets_per_req_max
1k-vus-and-rps-get-time-no-delay,platform-tomcat,181000,0,1000,1001,1047,0.30,0.37,0.43,0.56,58.0,20.3,36.7,23.2,25.2,26.7,58.4,3016,24689,278,279,994,1006,1.03,1.47,10.1,17.9
1k-vus-and-rps-get-time-no-delay,loom-tomcat,180999,0,1000,1001,1024,0.31,0.39,0.45,0.57,27.7,15.9,36.9,28.4,29.3,30.6,60.8,3510,29837,22,23,994,1006,1.03,1.46,10.1,17.9
1k-vus-and-rps-get-time-no-delay,loom-netty,180999,0,1000,1001,1023,0.39,0.47,0.52,0.67,41.0,19.5,37.6,28.7,29.7,28.6,59.5,3616,34489,18,19,1000,1006,0.71,0.72,6.00,6.94
1k-vus-and-rps-get-time-no-delay,webflux-netty,180999,0,1000,1001,1066,0.36,0.42,0.48,0.67,25.9,15.9,37.0,28.1,30,25.7,59.3,3227,26505,21,22,1000,1007,0.72,0.73,6.00,7.00
5k-vus-and-rps-get-time,platform-tomcat,905739,0,5001,5350,6615,100,101,128,268,651,87.1,100,40.6,41.4,47.0,75.7,4491,74636,1546,1555,4981,5007,1.14,1.70,12.1,20.7
5k-vus-and-rps-get-time,loom-tomcat,906094,0,5001,5185,5905,100,101,128,243,821,86.1,100,41.0,41.9,55.5,85.8,7411,127698,22,23,4981,5007,1.13,1.48,12.1,18.2
5k-vus-and-rps-get-time,loom-netty,905802,0,5003,5337,6739,100,101,147,271,821,91.3,100,37.3,38.0,33.4,63.3,7204,113314,18,19,5006,5006,0.82,1.13,8.00,11.0
5k-vus-and-rps-get-time,webflux-netty,905599,0,5003,5090,6946,100,101,139,271,734,86.1,100,37.2,38.2,33.5,63.7,5235,81404,21,22,5006,5008,0.83,1.14,8.01,11.0
10k-vus-and-rps-get-movies,platform-tomcat,1085516,8203,5216,9290,11354,101,837,1392,2099,59957,99.4,100,57.5,66.4,54.4,81.9,8802,391734,5161,6753,9944,10031,5.62,19.4,15.5,59.6
10k-vus-and-rps-get-movies,loom-tomcat,743304,10737,4070,5166,6859,102,1971,2387,3933,59495,98.2,100,50.0,50.6,75.7,96.7,39598,2917752,22,23,9987,10007,4.53,35.1,11.3,109
10k-vus-and-rps-get-movies,loom-netty,929173,0,5154,6432,8974,106,1731,3027,4887,28739,100.0,100,50.3,51.7,65.4,84.0,18675,1813905,18,20,9996,10006,4.23,11.7,7.20,22.2
10k-vus-and-rps-get-movies,webflux-netty,758178,0,3925,6480,9477,263,2312,2954,3693,7563,99.9,100,50.2,51.2,65.7,82.9,15231,1040956,21,23,10005,10008,5.05,21.3,18.3,90.0
10k-vus-stepped-spike-get-movies,platform-tomcat,463007,2662,2475,3888,4469,100,101,102,233,60001,53.6,100,43.2,48.4,34.0,68.4,3668,44374,506,819,6548,10006,4.48,23.5,12.8,116
10k-vus-stepped-spike-get-movies,loom-tomcat,463055,2647,2447,3908,4358,100,101,103,215,60001,53.9,100,43.6,48.3,34.2,71.7,4699,50936,22,24,6544,10006,4.41,11.2,12.4,57.3
10k-vus-stepped-spike-get-movies,loom-netty,488006,0,2459,4663,5547,101,101,130,373,1305,59.8,100,43.0,47.3,30.1,62.3,4924,96824,18,20,6750,10006,4.11,5.76,8.50,40.7
10k-vus-stepped-spike-get-movies,webflux-netty,477825,0,2460,4386,5333,101,102,287,715,1618,66.3,100,42.7,47.3,29.3,62.5,4556,89312,21,23,6750,10006,4.60,7.46,16.6,59
10k-vus-smooth-spike-get-post-movies,platform-tomcat,414350,1808,2341,3885,5535,100,101,106,452,60001,55.0,100,45.0,50.4,31.9,67.8,3767,40801,454,918,5770,10006,8.12,79.2,13.8,134
10k-vus-smooth-spike-get-post-movies,loom-tomcat,414431,1805,2338,3876,4642,100,101,113,412,60001,55.6,100,44.9,50.6,35.0,72.9,4723,54093,22,24,5780,10006,8.40,133,14.3,218
10k-vus-smooth-spike-get-post-movies,loom-netty,425844,0,2382,4207,5968,101,102,151,544,1518,59.8,100,44.5,48.8,29.2,62.2,4780,90308,18,20,5933,10006,7.98,103,10.2,167
10k-vus-smooth-spike-get-post-movies,webflux-netty,390808,0,2189,3686,6043,101,111,900,1689,2852,67.8,100,44.4,49.7,29.5,63.3,4579,92674,22,24,5940,10006,8.48,73.7,18.8,218
10k-vus-smooth-spike-get-post-movies-call-depth-1,platform-tomcat,302245,6100,1887,2638,3192,10.0,180,746,20383,60019,76.4,100,48.5,56.9,46.9,82.7,5609,129537,1966,4106,5716,9887,10.2,180,29.5,648
10k-vus-smooth-spike-get-post-movies-call-depth-1,loom-tomcat,283520,4972,1744,2279,2789,26.6,303,1241,10540,58993,78.9,100,48.8,54.8,51.4,87.5,10954,289410,22,24,5713,9957,11.4,391,31.7,1147
10k-vus-smooth-spike-get-post-movies-call-depth-1,loom-netty,325445,0,1991,2651,3597,101,549,1900,2728,5184,80.8,100,46.2,51.2,29.5,64.2,6211,160651,18,20,5936,10007,9.16,147,19.4,358
10k-vus-smooth-spike-get-post-movies-call-depth-1,webflux-netty,275732,0,1754,2111,2901,101,1148,2975,3839,5849,82.4,100,45.5,51.1,33.4,66.6,5264,148183,22,24,5946,10006,10.0,196,29.0,631
