scenario,approach,requests_ok,requests_error,requests_per_second_p50,requests_per_second_p90,requests_per_second_max,latency_millis_min,latency_millis_p50,latency_millis_p90,latency_millis_p99,latency_millis_max,cpu_use_percent_avg,cpu_use_percent_max,ram_use_percent_avg,ram_use_percent_max,heap_use_percent_avg,heap_use_percent_max,garbage_collection_count,garbage_collection_time_millis,platform_threads_avg,platform_threads_max,sockets_avg,sockets_max,network_kib_per_req_avg,network_kib_per_req_max,network_packets_per_req_avg,network_packets_per_req_max
smoketest,platform-tomcat,1300,0,200,200,201,0.32,0.44,0.56,0.81,1.58,4.62,6.96,15.3,15.5,4.20,4.94,63,217,57,57,70,104,0.87,1.05,8.58,11.5
smoketest,loom-tomcat,1300,0,200,200,201,0.35,0.53,0.84,1.22,1.92,5.77,7.83,18.9,19.0,5.07,6.60,63,210,20,20,70,104,0.87,1.05,8.59,11.6
smoketest,loom-netty,1300,0,200,200,201,0.44,0.71,1.27,1.97,3.19,6.01,8,19.3,19.4,4.59,6.25,63,224,16,16,70,104,0.62,0.79,5.37,8.23
smoketest,webflux-netty,1300,0,200,200,201,0.42,0.73,1.25,1.89,2.60,6.55,9.25,19.9,19.9,3.38,4.35,63,231,20,20,87,104,0.63,0.74,5.38,6
smoketest2,platform-tomcat,56,0,10,10,10,1004,1006,1009,1366,1421,4.08,4.75,19.9,20,3.49,3.63,63,217,35,37,12,14,1.88,2.31,18.8,22.8
smoketest2,loom-tomcat,56,0,10,10,10,1004,1005,1008,1356,1411,3.56,4.74,20.0,20.0,3.20,3.40,63,224,20,20,12,14,1.86,2.30,18.6,22.8
smoketest2,loom-netty,59,0,10,10,10,1004,1006,1009,1097,1156,3.47,5.22,20.1,20.2,1.82,2.10,72,248,16,16,12,14,1.36,1.64,12.1,14
smoketest2,webflux-netty,59,0,10,10,10,1004,1005,1008,1096,1155,3.38,4.78,20.3,20.3,1.85,2.00,63,224,20,20,12,14,1.36,1.64,12.1,14
